plot_id,survey_year,survey_month,survey_day,plot_radius,latitude_y,longitude_x,georef_source,georef_accuracy,coord_epsg,data_subsource,data_source,survey_method,fcover_scale,survey_purpose,geometry,admin_unit,admin_country,fire_years,bioclim_subzone,duplicated_coords,duplicated_date
CPHCP-27,2013,7,25,30,69.82003,-152.83913,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-152.83912658691406 69.82003021240229),Alaska,United States of America,,4,,"['CPBWM-31', 'CPHCP-22', 'CPHCP-27']"
CPHCP-28,2013,7,27,30,69.76941,-153.06595,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-153.06594848632812 69.76940917968744),Alaska,United States of America,,4,,"['AFPD-39', 'CPBWM-38', 'CPHCP-28']"
CPHCP-3,2012,8,8,30,69.76331,-154.69627,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-154.69627380371094 69.76331329345696),Alaska,United States of America,,4,,"['CPBWM-3B', 'CPHCP-3']"
CPHCP-5,2012,8,7,30,70.57879,-152.55023,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-152.55023193359375 70.57878875732418),Alaska,United States of America,,3,,"['AFAG-3', 'CPBWM-1', 'CPBWM-2B', 'CPHCP-5', 'TMCW-1', 'TMCW-5B']"
CPHCP-51,2014,7,26,30,70.9024,-157.47377,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-157.47377014160156 70.90239715576169),Alaska,United States of America,,3,,"['CPBWM-51', 'CPBWM-53', 'CPHCP-51', 'CPHCP-57', 'CPHCP-59']"
CPHCP-52,2014,7,21,30,70.61973,-157.9745,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-157.97450256347656 70.61972808837886),Alaska,United States of America,,4,,"['CPBWM-52', 'CPBWM-56', 'CPHCP-52', 'CPHCP-56']"
CPHCP-53,2014,7,25,30,70.5838,-156.90787,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-156.90786743164062 70.58380126953121),Alaska,United States of America,,4,,"['CPHCP-53', 'CPHCP-55', 'TMCW-53', 'TMCW-55', 'TMCW-55B', 'TMCW-58']"
CPHCP-55,2014,7,25,30,70.664185,-156.65028,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-156.65028381347656 70.66418457031246),Alaska,United States of America,,4,,"['CPHCP-53', 'CPHCP-55', 'TMCW-53', 'TMCW-55', 'TMCW-55B', 'TMCW-58']"
CPHCP-56,2014,7,21,30,70.56691,-157.95616,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-157.95616149902344 70.56690979003902),Alaska,United States of America,,4,,"['CPBWM-52', 'CPBWM-56', 'CPHCP-52', 'CPHCP-56']"
CPHCP-57,2014,7,26,30,70.920074,-157.44376,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-157.44375610351562 70.9200744628906),Alaska,United States of America,,3,,"['CPBWM-51', 'CPBWM-53', 'CPHCP-51', 'CPHCP-57', 'CPHCP-59']"
CPHCP-59,2014,7,26,30,70.96039,-157.37169,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-157.37168884277344 70.96038818359372),Alaska,United States of America,,3,,"['CPBWM-51', 'CPBWM-53', 'CPHCP-51', 'CPHCP-57', 'CPHCP-59']"
CPHCP-61,2015,7,28,30,69.97148,-156.85573,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-156.85572814941406 69.97148132324214),Alaska,United States of America,,4,,"['AFPD-70', 'AFS-62', 'CPHCP-61', 'CPID-61', 'SSBWM-61', 'SSMT-61', 'SSMT-62']"
CPHCP-64,2015,7,25,30,70.16219,-157.96231,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-157.96231079101562 70.1621932983398),Alaska,United States of America,,4,,"['ADST-63', 'ADST-65', 'ADST-67', 'CPHCP-64', 'FMTT-61']"
CPHCP-66,2015,7,24,30,70.29488,-159.0401,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-159.04010009765625 70.29488372802732),Alaska,United States of America,,4,,"['CPHCP-66', 'FLST-66', 'FMTT-66', 'FWMM-66']"
CPHCP-67,2015,7,26,30,70.2528,-158.97878,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-158.97877502441406 70.25279998779291),Alaska,United States of America,,4,,"['CPHCP-67', 'FLST-67', 'FMTT-67']"
CPHCP-72,2017,7,29,30,69.71658,-161.36575,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-161.36575317382812 69.71658325195307),Alaska,United States of America,,5,,"['ADST-71', 'ADST-76', 'ADST-79', 'AFS-71', 'CPHCP-72', 'FLST-71', 'FLST-80']"
CPHCP-77,2017,7,21,30,70.14452,-160.6426,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-160.64259338378906 70.14452362060544),Alaska,United States of America,,4,,
CPHCP-78,2017,7,23,30,70.1241,-160.5016,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-160.50160217285156 70.12409973144528),Alaska,United States of America,,4,,"['AFPD-78', 'CPHCP-78']"
CPID-23,2013,7,29,30,70.18637,-154.54247,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-154.54246520996094 70.18637084960933),Alaska,United States of America,,4,,"['CPID-23', 'CPID-30', 'FLST-46', 'FMTT-26']"
CPID-2B,2012,8,6,30,70.21641,-153.21689,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-153.21688842773438 70.21640777587888),Alaska,United States of America,,4,,"['CPHCP-2', 'CPID-2B', 'FWMM-2B']"
CPID-30,2013,7,29,30,70.18058,-154.53093,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-154.5309295654297 70.18058013916011),Alaska,United States of America,,4,,"['CPID-23', 'CPID-30', 'FLST-46', 'FMTT-26']"
CPID-34,2013,7,26,30,70.19532,-154.58574,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-154.5857391357422 70.19532012939449),Alaska,United States of America,,4,,"['AFS-25', 'CPBWM-36', 'CPID-34', 'CPID-38', 'TMCW-24', 'TMCW-40']"
CPID-38,2013,7,26,30,70.18847,-154.55048,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-154.55047607421875 70.18846893310541),Alaska,United States of America,,4,,"['AFS-25', 'CPBWM-36', 'CPID-34', 'CPID-38', 'TMCW-24', 'TMCW-40']"
CPID-52,2014,7,20,30,70.68673,-156.84903,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-156.84902954101562 70.68672943115232),Alaska,United States of America,,4,,"['AFPD-52', 'CPBWM-54', 'CPID-52', 'CPID-53', 'CPID-56']"
CPID-53,2014,7,20,30,70.67103,-156.93153,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-156.93153381347656 70.67102813720699),Alaska,United States of America,,4,,"['AFPD-52', 'CPBWM-54', 'CPID-52', 'CPID-53', 'CPID-56']"
CPID-56,2014,7,20,30,70.6713,-157.05457,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-157.0545654296875 70.67130279541011),Alaska,United States of America,,4,,"['AFPD-52', 'CPBWM-54', 'CPID-52', 'CPID-53', 'CPID-56']"
CPID-61,2015,7,28,30,70.6725,-157.0624,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-157.06239318847656 70.67250061035153),Alaska,United States of America,,4,,"['AFPD-70', 'AFS-62', 'CPHCP-61', 'CPID-61', 'SSBWM-61', 'SSMT-61', 'SSMT-62']"
CPID-62,2015,7,31,30,70.65655,-157.12961,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-157.12960815429688 70.65654754638668),Alaska,United States of America,,4,,"['AFS-66', 'AFS-67', 'CPID-62', 'CPID-63', 'SSBWM-69', 'SSBWM-70', 'SSMT-69']"
CPID-63,2015,7,31,30,70.62398,-157.33163,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-157.3316345214844 70.62397766113277),Alaska,United States of America,,4,,"['AFS-66', 'AFS-67', 'CPID-62', 'CPID-63', 'SSBWM-69', 'SSBWM-70', 'SSMT-69']"
CPID-64,2015,8,1,30,70.64885,-157.27687,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-157.27687072753906 70.64884948730464),Alaska,United States of America,,4,,"['CPBWM-62', 'CPBWM-63', 'CPBWM-64', 'CPID-64']"
FLST-1,2012,8,3,30,68.82678,-156.25801,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-156.2580108642578 68.82678222656243),Alaska,United States of America,,5,,"['AFAG-1', 'AFS-5', 'FLST-1', 'FLST-2', 'FLST-3', 'FMTT-5B']"
FLST-2,2012,8,3,30,68.82578,-156.19601,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-156.19601440429688 68.82578277587882),Alaska,United States of America,,5,,"['AFAG-1', 'AFS-5', 'FLST-1', 'FLST-2', 'FLST-3', 'FMTT-5B']"
FLST-3,2012,8,3,30,68.81677,-156.25662,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-156.25662231445312 68.81677246093741),Alaska,United States of America,,5,,"['AFAG-1', 'AFS-5', 'FLST-1', 'FLST-2', 'FLST-3', 'FMTT-5B']"
FLST-34,2013,7,28,30,69.46632,-154.05199,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-154.05198669433597 69.46631622314446),Alaska,United States of America,,5,,"['FLST-34', 'FLST-40', 'FLST-44', 'FWMM-24', 'FWMM-50']"
FLST-40,2013,7,28,30,69.41633,-153.91783,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-153.91783142089844 69.41632843017572),Alaska,United States of America,,5,,"['FLST-34', 'FLST-40', 'FLST-44', 'FWMM-24', 'FWMM-50']"
FLST-44,2013,7,28,30,69.4366,-152.63515,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-152.63514709472656 69.43659973144524),Alaska,United States of America,,5,,"['FLST-34', 'FLST-40', 'FLST-44', 'FWMM-24', 'FWMM-50']"
FLST-46,2013,7,29,30,69.45774,-153.80936,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-153.80935668945312 69.45774078369135),Alaska,United States of America,,5,,"['CPID-23', 'CPID-30', 'FLST-46', 'FMTT-26']"
FLST-51,2014,7,22,30,69.876434,-157.33769,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-157.3376922607422 69.87643432617182),Alaska,United States of America,,4,,"['FLST-51', 'FMTT-51', 'FWMM-51a', 'FWMM-53', 'FWMM-59']"
FLST-58-new,2014,7,27,30,69.89366,-157.0441,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-157.04409790039062 69.89366149902338),Alaska,United States of America,,4,,"['FLST-58-new', 'FLST-59-new', 'FMTT-52', 'FMTT-53', 'FMTT-55', 'FWMM-54']"
FLST-59-new,2014,7,27,30,69.8388,-157.06248,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-157.06248474121094 69.83879852294915),Alaska,United States of America,,4,,"['FLST-58-new', 'FLST-59-new', 'FMTT-52', 'FMTT-53', 'FMTT-55', 'FWMM-54']"
FLST-66,2015,7,24,30,69.84866,-159.53845,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-159.5384521484375 69.84866333007808),Alaska,United States of America,,5,,"['CPHCP-66', 'FLST-66', 'FMTT-66', 'FWMM-66']"
FLST-67,2015,7,26,30,69.78551,-159.45724,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-159.4572448730469 69.7855072021484),Alaska,United States of America,,5,,"['CPHCP-67', 'FLST-67', 'FMTT-67']"
FLST-71,2017,7,29,30,69.19434,-160.49352,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-160.49351501464844 69.19434356689445),Alaska,United States of America,,5,,"['ADST-71', 'ADST-76', 'ADST-79', 'AFS-71', 'CPHCP-72', 'FLST-71', 'FLST-80']"
FLST-75,2017,7,22,30,69.16911,-160.00583,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-160.00582885742188 69.16911315917963),Alaska,United States of America,,5,,"['ADST-75', 'FLST-75']"
FLST-80,2017,7,29,30,69.47688,-159.76785,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-159.76785278320312 69.47688293457026),Alaska,United States of America,,5,,"['ADST-71', 'ADST-76', 'ADST-79', 'AFS-71', 'CPHCP-72', 'FLST-71', 'FLST-80']"
FMTT-1,2012,8,4,30,69.3573,-155.81413,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-155.8141326904297 69.35729980468744),Alaska,United States of America,,5,,"['AFMM-5', 'AFPD-4B', 'FMTT-1']"
FMTT-26,2013,7,29,30,69.425674,-153.68173,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-153.68173217773438 69.42567443847649),Alaska,United States of America,,5,,"['CPID-23', 'CPID-30', 'FLST-46', 'FMTT-26']"
FMTT-28,2013,8,2,30,69.47121,-153.72401,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-153.72401428222656 69.471206665039),Alaska,United States of America,,5,,"['AFS-23', 'FMTT-28']"
FMTT-41,2013,8,1,30,69.49795,-152.69333,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-152.69332885742188 69.49794769287102),Alaska,United States of America,,5,,"['ADST-33', 'FMTT-41', 'FMTT-45', 'FWMM-32', 'FWMM-51']"
FMTT-45,2013,8,1,30,69.40532,-152.78322,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-152.78321838378906 69.40531921386713),Alaska,United States of America,,5,,"['ADST-33', 'FMTT-41', 'FMTT-45', 'FWMM-32', 'FWMM-51']"
FMTT-51,2014,7,22,30,69.94478,-157.3319,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-157.33189392089847 69.94477844238277),Alaska,United States of America,,4,,"['FLST-51', 'FMTT-51', 'FWMM-51a', 'FWMM-53', 'FWMM-59']"
FMTT-52,2014,7,27,30,69.93806,-157.08069,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-157.0806884765625 69.93805694580072),Alaska,United States of America,,4,,"['FLST-58-new', 'FLST-59-new', 'FMTT-52', 'FMTT-53', 'FMTT-55', 'FWMM-54']"
FMTT-53,2014,7,27,30,69.86631,-157.0375,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-157.03750610351562 69.86631011962886),Alaska,United States of America,,4,,"['FLST-58-new', 'FLST-59-new', 'FMTT-52', 'FMTT-53', 'FMTT-55', 'FWMM-54']"
FMTT-55,2014,7,27,30,69.82041,-157.30713,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-157.30712890625 69.82041168212886),Alaska,United States of America,,4,,"['FLST-58-new', 'FLST-59-new', 'FMTT-52', 'FMTT-53', 'FMTT-55', 'FWMM-54']"
FMTT-5B,2012,8,3,30,68.873886,-156.40375,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-156.40374755859375 68.87388610839837),Alaska,United States of America,,5,,"['AFAG-1', 'AFS-5', 'FLST-1', 'FLST-2', 'FLST-3', 'FMTT-5B']"
FMTT-61,2015,7,25,30,69.48147,-158.25067,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-158.25067138671875 69.48146820068352),Alaska,United States of America,,5,,"['ADST-63', 'ADST-65', 'ADST-67', 'CPHCP-64', 'FMTT-61']"
FMTT-66,2015,7,24,30,69.85857,-159.82152,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-159.82151794433594 69.85856628417963),Alaska,United States of America,,5,,"['CPHCP-66', 'FLST-66', 'FMTT-66', 'FWMM-66']"
FMTT-67,2015,7,26,30,69.83965,-159.6621,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-159.66209411621094 69.83965301513665),Alaska,United States of America,,5,,"['CPHCP-67', 'FLST-67', 'FMTT-67']"
FMTT-71,2017,7,27,30,69.25181,-160.77734,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-160.77734375 69.25180816650384),Alaska,United States of America,,5,,
FMTT-75,2017,7,26,30,69.55006,-159.9129,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-159.91290283203125 69.55005645751947),Alaska,United States of America,,5,,"['AFS-77', 'CPBWM-73', 'FMTT-75']"
FWMM-24,2013,7,28,30,69.48038,-154.01819,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-154.0181884765625 69.48037719726557),Alaska,United States of America,,5,,"['FLST-34', 'FLST-40', 'FLST-44', 'FWMM-24', 'FWMM-50']"
FWMM-2B,2012,8,6,30,70.00964,-153.1928,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-153.1927947998047 70.00964355468744),Alaska,United States of America,,4,,"['CPHCP-2', 'CPID-2B', 'FWMM-2B']"
FWMM-32,2013,8,1,30,68.65626,-156.47318,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-156.47317504882812 68.65625762939446),Alaska,United States of America,,5,,"['ADST-33', 'FMTT-41', 'FMTT-45', 'FWMM-32', 'FWMM-51']"
FWMM-50,2013,7,28,30,69.42882,-152.54362,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-152.5436248779297 69.42881774902338),Alaska,United States of America,,5,,"['FLST-34', 'FLST-40', 'FLST-44', 'FWMM-24', 'FWMM-50']"
FWMM-51,2013,8,1,30,69.435005,-152.77153,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-152.7715301513672 69.43500518798822),Alaska,United States of America,,5,,"['ADST-33', 'FMTT-41', 'FMTT-45', 'FWMM-32', 'FWMM-51']"
FWMM-51a,2014,7,22,30,69.84251,-157.18431,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-157.18431091308594 69.84250640869136),Alaska,United States of America,,4,,"['FLST-51', 'FMTT-51', 'FWMM-51a', 'FWMM-53', 'FWMM-59']"
FWMM-53,2014,7,22,30,69.9176,-157.14522,GPS,3,EPSG:4326,AIM NPR-A Timm Nawrocki,AKVEG,center-staked point-intercept transect,percent,Quantify spatial patterns and detect changes in terrestrial vegetation across large landscapes by linking ground measurements to remotely sensed data,POINT (-157.1452178955078 69.91760253906246),Alaska,United States of America,,4,,"['FLST-51', 'FMTT-51', 'FWMM-51a', 'FWMM-53', 'FWMM-59']"
